CODIGO_CIE,ESCOLA,NIVEL_ENSINO,PRIMARY_KEY,SECONDARY_KEY,IDESP,ANO,ZONA,LONGITUDE,LATITUDE
43631,PORTO PRIMAVERA,ANOS INICIAIS,PORTOPRIMAA,MIRANTE DO PARANAPANEMA,9.72,2018,URBANA,-52.9466815,-22.53756193
20898,HONORATO FAUSTINO,ANOS INICIAIS,HONORATOFAUSTINO,PIRACICABA,9.4,2018,URBANA,-47.6397438,-22.71162987
32347,JOAO PINHEIRO CORREA,ANOS INICIAIS,JOAOPINHEIROCORREA,MIRANTE DO PARANAPANEMA,9.28,2018,URBANA,-53.05791473,-22.5813694
903334,ANTONIO DE OLIVEIRA BUENO FILHO,ANOS INICIAIS,ANTONIOOLIVEIRABUENOFILHO,ARARAQUARA,8.89,2018,URBANA,-48.13732147,-21.76948929
924957,MAGALI VALERIO PROFESSORA,ANOS INICIAIS,MAGALIVALERIOA,CAMPINAS OESTE,8.88,2018,URBANA,-47.13792038,-22.97867966
7808,IRACEMA CREM PROFESSORA,ANOS INICIAIS,IRACEMACREMA,MAUA,8.87,2018,URBANA,-46.44052124,-23.65858078
25094,PEDRO MASCARI,ANOS INICIAIS,OMASCARI,TAQUARITINGA,8.79,2018,URBANA,-48.6891,-21.5183
30466,AUGUSTO PEREIRA DE MORAES,ANOS INICIAIS,AUGUSTOREIRAMORAES,PENAPOLIS,8.78,2018,URBANA,-50.07479858,-21.42383003
905811,BAUDILIO BIAGI,ANOS INICIAIS,BAUDILIOBIAGI,RIBEIRAO PRETO,8.72,2018,URBANA,-47.80136108,-21.11413956
919470,SEBASTIAO FRANCISCO FERRAZ DE ARRUDA PROF,ANOS INICIAIS,SEBASTIAOFRANCISCOFERRAZARRUDA,TAQUARITINGA,8.69,2018,URBANA,-48.81552887,-21.61541939
919123,JOAO PEDRO FERNANDES,ANOS INICIAIS,JOAOOFERNANDES,BAURU,8.63,2018,URBANA,-49.08380127,-22.27510071
46231,JOSE SILVEIRA DA MOTTA PROFESSOR,ANOS INICIAIS,JOSESILVEIRAMOTTA,ITAPECERICA DA SERRA,8.62,2018,URBANA,-46.86740112,-23.71879959
911896,GUERINO VEDOATO,ANOS INICIAIS,GUERINOVEDOATO,ARARAQUARA,8.49,2018,URBANA,-48.35689926,-21.59199905
908236,ASTOR VASQUES LOPES PROF,ANOS INICIAIS,ASTORVASQUESLOS,ITAPETININGA,8.35,2018,URBANA,-48.02130127,-23.57789993
1351,ADEMAR HIROSHI SUDA PROF,ANOS INICIAIS,ADEMARHIROSHISUDA,NORTE 2,8.32,2018,URBANA,-46.59529877,-23.47063637
903395,ADALGISA DE SAO JOSE GUALTIERI,ANOS INICIAIS,ADALGISASAOJOSEGUALTIERI,FRANCA,8.29,2018,URBANA,-47.40005669,-20.56282651
18348,ARTUR SEGURADO,ANOS INICIAIS,ARTURSEGURADO,CAMPINAS LESTE,8.24,2018,URBANA,-47.0736,-22.8795
20023,JOSE OMETTO,ANOS INICIAIS,JOSEOMETTO,PIRASSUNUNGA,8.24,2018,RURAL,-47.35716639,-22.42257731
